id,title,manufacturer,price,description
b000aa87pu,art explosion t-shirt factory deluxe 3.0,nova development,29.99,t-shirt explosion: t-shirt factory deluxe lets you design the t-shirts you've always wanted - at home! just draw or import a design into the
b000ivkrvs,window washer,webroot software inc,0,window washer (win 98 me 2000 xp)
b000ozia62,child safe,webroot software,39.95,the most comprehensive and easy-to-use program to keep your children safe while they surf the web. you control individual settings for each 
b000lpc8t0,adobe premiere elements 3.0,adobe,161.73,adobe premiere elements 3.0 software makes creating and sharing impressive home videos a snap. burn your footage to dvd in two simple steps 
b0002c3vqq,on hand spanish 1-2-3 ( windows ),on hand software,9.99,spanish 1-2-3 makes it possible to write read and understand spanish more easily than ever before! this complete learning method offers visu
b00009v7hf,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me,symantec,0,pcanywhere 11.0 hst retail * * industry-leading remote control combined with remote management and file transfer capabilities helps quickly 
b0007d8esa,crystal reports 11 reporting essentials trng cbt,business objects,199.99,crystal reports is a reporting tool kit that helps you rapidly create flexible feature-rich reports and integrate them into web and windows 
b0006b64v2,star wars battlefront (mac),aspyr media,39.99,star wars battlefront gives you a chance to play a soldier during the wars in the star wars galaxy. battle for freedom or dominance across 1
b000qjrska,flyboys squadron mac,ientertainment,29.99,flyboys squadron is authentic world war i fighter place action! follow a small group of daring young men became history's first fighter pilo
b000bt8trg,microsoft visual studio professional 2005 upgrade,microsoft software,549,microsoft visual studio professional 2005 is one of the most significant developer tools available for building high-performance multi-tier 
b000ov0gao,hollywood volume 1,yamaha,31.95,contains the following songs: 1. arthur's theme 2. axel f 3. love theme out of africa 4. raiders march 5. the way he makes me feel 6. somewh
b000ab601m,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft entertainment pack 2004 win ce productivity pack
b000e8jlbc,adobe encore dvd 2.0,adobe,349,adobe encoredvd 2.0 reflects your best work on the very best dvds. packed with a rich set of creative tools you'll design and produce striki
b000088ner,webobjects 5.2,apple,699.95,webobjects 5.2 gives developers a comprehensive suite of tools and frameworks to quickly develop standards-based web services and java serve
b0009yx9by,serious magic ultra2 master sets library 2 ( windows ),serious magic,276.5,the ultra2 master sets library 1 adds a new world of cutting-edge virtual sets soundstages and backlots to your shots. these virtual sets ta
b000mfgx7w,microsoft windows vista business 32-bit for system builders,microsoft,179.99,windows vista business is the first windows operating system designed specifically to meet the needs of small businesses. it helps your enti
b00005op44,microsoft data analyzer 2002,microsoft,179,model- ms-cd87800wi vendor- microsoft corporation features- data analyzer microsoft data analyzer is an easy-to-use data analysis tool that 
b000bwbtwu,mavis beacon typing 17 deluxe by broderbund,encore software,39.99,mavis beacon typing 17 deluxe by broderbund
b000emgcxs,symantec pcanywhere 12.0 host only,symantec,169.65,symantec pcanywhere 12.0 combines a feature-rich secure remote control solution with remote management and advanced file transfer capabiliti
b0001iqnc0,the printshop business card maker (jewel case),riverdeep - learning company,9.99,
b000b6kxfa,microsoft digital image suite plus [lb],microsoft software,129.95,microsoft digital image suite 2006 plus
b000keho0a,symc backup exec sbs prm 11d win small business server,symantec,885.83,backup exec 11d for small business server premium business pack (without support)
b000bndghk,hallmark card studio 2006,sierra home,29.99,hallmark card studio 2006 helps you design greeting cards for life's special moments. with this software it's easier than ever to create one
b000e8jlas,adobe audition 2.0 upgrade,adobe,129,upgrade only; previous version required adobe audition 2.0 gives you professional audio mixing results in real time. record mix edit and mas
b00009qenn,norton internet security mac 3.0 [antivirus firewall privacy controls iclean],symantec,99.95,norton internet security 2003 professional is the complete set of tools for guarding your business from internet dangers! not compatible wit
b0001h9l5m,corel wordperfect office 12 standard upgrade,corel,149.99,produce documents and office presentations that look great in multiple formats -- and much more! / version upgrade enhance your personal doc
b0009xb12o,raster design 2006 essentials,autodesk psg,59.95,raster design 2006 essentials
b000i8od4i,acrobat professional 8 mac upsell standard-professional,adobe,273,model- adbcd01803mc vendor- adobe software features- adobe acrobat 8 professional for mac- upsell version upsell acrobat version 8 standard 
b00004nhn7,services for netware 5.0,microsoft,149,microsoft services for netware a bundle of add-on utilities for windows nt server 4.0 is designed to allow users of the novell netware netwo
b00062jdka,reader rabbit learning system 1st grade,encore software,29.99,more than 100 activities using math spellingscience and more!product informationadvance your child's essential skills for learning success w
b000hcxklw,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft office publisher 2007 is a business publishing and marketing materials solution that helps you create and distribute effective pub
b00022ptt8,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,with windows xp professional edition with service pack 2 you get safer browsing and communication powerful security tools and improved exper
b000bwbu6u,mavis beacon typing 17 (win/mac),encore software,19.99,mavis beacon typing 17 standard by broderbund
b000hctyto,microsoft windows vista ultimate upgrade [dvd],microsoft,259.95,the most comprehensive edition of windows vista vista ultimate upgrade (dvd-rom) is the first operating system that combines all of the adva
b000bgtv80,instant immersion spanish deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion spanish deluxe 2.0. you set the pace for learning with this series of personalized beginner intermedi
b000o27t8a,adobe creative suite cs3 design premium upgrade [mac],adobe,599,upgrade only; previous version of cs premium standard or studio required adobe creative suite 3 design premium software is the designer's dr
b000ndib6y,adobe photoshop cs3 [mac],adobe,649,adobe photoshop cs3 software accelerates your path from imagination to imagery. ideal for photographers graphic designers and web designers 
b0001wn0ky,microsoft office 2004 standard upgrade (mac),microsoft,239.99,upgrade only; previous installation required organize and track your personal information with the new project center - share delete and edi
b000q6zk3a,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft student with encarta premium 2008 is a productivity suite of homework tools and trusted information designed to help students quic
b000hbys96,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks premier nonprofit edition 2007 provides standard accounting features plus easy tools designed specifically for nonprofit organiza
b000bhq5jw,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,achieve higher levels of database scalability with sql server 2005 (64-bit) the enterprise-class database optimized to run on x64- or itaniu
b000hcz8gc,microsoft visio standard 2007,microsoft,259.95,microsoft office visio standard 2007 makes it easy for it and business professionals to visualize explore and communicate complex informatio
b000hctyte,microsoft windows vista ultimate full version [dvd],microsoft,399.95,the most comprehensive edition of windows vista windows vista ultimate (dvd-rom) is the first operating system that combines all of the adva
b000bx24o6,apple final cut express hd 3.5 (mac),apple computer,299,final cut express hd 3.5 delivers the advanced moviemaking power you need to create the most dynamic and dramatic effects ever seen in a fil
b000mtebtu,corel painter x win/mac,corel,429,corel painter x offers artists and photographers professional art & design tools unmatched by any other software. corel painter x blurs the 
